,Date,Open,High,Low,Close,Adj Close,Volume
0,1996-01-01,0.794921,0.796679,0.7910149999999999,0.796679,0.5494829999999999,204800.0
1,1996-01-02,0.794921,0.798828,0.793457,0.793457,0.5472600000000001,204800.0
2,1996-01-03,0.798828,0.798828,0.798828,0.798828,0.5509649999999999,102400.0
3,1996-01-04,0.7910149999999999,0.794921,0.7910149999999999,0.793554,0.547327,307200.0
4,1996-01-05,0.784179,0.784179,0.784179,0.784179,0.5408609999999999,51200.0
5,1996-01-08,0.784179,0.7910149999999999,0.7851560000000001,0.789062,0.544229,358400.0
6,1996-01-09,0.789062,0.78125,0.7714840000000001,0.780273,0.5381670000000001,870400.0
7,1996-01-10,0.780273,0.7753899999999999,0.7714840000000001,0.773437,0.533452,358400.0
8,1996-01-11,0.779296,0.7910149999999999,0.773437,0.7910149999999999,0.5455760000000001,819200.0
9,1996-01-12,0.7871090000000001,0.7871090000000001,0.78125,0.786621,0.5425449999999999,358400.0
10,1996-01-15,0.776367,0.7851560000000001,0.776367,0.777832,0.536483,307200.0
11,1996-01-16,0.777832,0.78125,0.7128899999999999,0.78125,0.538841,358400.0
12,1996-01-17,0.78125,0.783203,0.7714840000000001,0.773828,0.533722,768000.0
13,1996-01-18,0.773828,0.776367,0.7695310000000001,0.776367,0.535473,204800.0
14,1996-01-19,0.7714840000000001,0.7714840000000001,0.768066,0.768554,0.530084,512000.0
15,1996-01-22,0.7714840000000001,0.776367,0.7714840000000001,0.776367,0.535473,204800.0
16,1996-01-23,0.767578,0.78125,0.767578,0.773925,0.5337890000000001,665600.0
17,1996-01-24,0.773925,0.7705069999999999,0.752929,0.7705069999999999,0.531431,409600.0
18,1996-01-25,0.770996,0.770996,0.767578,0.767578,0.529411,102400.0
19,1996-01-26,0.767578,0.767578,0.767578,0.767578,0.529411,0.0
20,1996-01-29,0.765625,0.765625,0.763183,0.763183,0.5263800000000001,102400.0
21,1996-01-30,0.763183,0.7753899999999999,0.7714840000000001,0.77246,0.532778,1433600.0
22,1996-01-31,0.77246,0.78125,0.767578,0.78125,0.538841,460800.0
23,1996-02-01,0.78125,0.810546,0.78125,0.810546,0.5590470000000001,819200.0
24,1996-02-02,0.810546,0.839843,0.810546,0.8397459999999999,0.579187,2355200.0
25,1996-02-05,0.8397459999999999,0.8417959999999999,0.8204100000000001,0.839843,0.579254,819200.0
26,1996-02-06,0.839843,0.8837889999999999,0.839843,0.859375,0.592725,1382400.0
27,1996-02-07,0.859375,0.84375,0.8339840000000001,0.8365229999999999,0.576964,972800.0
28,1996-02-08,0.8496090000000001,0.8886709999999999,0.8496090000000001,0.8886709999999999,0.612931,768000.0
29,1996-02-09,0.8886709999999999,0.9277340000000001,0.8300780000000001,0.922558,0.636303,1382400.0
30,1996-02-12,0.922558,0.9355459999999999,0.9082030000000001,0.9121090000000001,0.629097,819200.0
31,1996-02-13,0.9375,0.957031,0.9375,0.957031,0.66008,2048000.0
32,1996-02-14,0.957031,1.000976,0.9511709999999999,0.9931639999999999,0.685001,972800.0
33,1996-02-15,0.9931639999999999,1.005859,0.957031,1.0025389999999998,0.6914680000000001,2201600.0
34,1996-02-16,1.0025389999999998,1.015625,0.965332,1.005371,0.693421,2764800.0
35,1996-02-19,1.005371,0.9863280000000001,0.9824209999999999,0.9845700000000001,0.679074,1024000.0
36,1996-02-20,0.9845700000000001,0.9814450000000001,0.96875,0.9689450000000001,0.668297,614400.0
37,1996-02-21,0.9689450000000001,0.9689450000000001,0.9689450000000001,0.9689450000000001,0.668297,0.0
38,1996-02-22,0.9689450000000001,0.972656,0.9612299999999999,0.961425,0.663111,307200.0
39,1996-02-23,0.961425,0.9707030000000001,0.960937,0.9707030000000001,0.66951,153600.0
40,1996-02-26,0.9707030000000001,0.976562,0.966308,0.976562,0.673551,204800.0
41,1996-02-27,0.976562,0.952148,0.9277340000000001,0.9277340000000001,0.6398729999999999,153600.0
42,1996-02-28,0.9277340000000001,0.929687,0.929687,0.929687,0.64122,51200.0
43,1996-02-29,0.929687,0.917968,0.914062,0.9160149999999999,0.63179,460800.0
44,1996-03-01,0.9160149999999999,0.9277340000000001,0.898437,0.922851,0.636505,512000.0
45,1996-03-04,0.9277340000000001,0.9375,0.9277340000000001,0.9375,0.646609,153600.0
46,1996-03-05,0.9375,0.9375,0.9375,0.9375,0.646609,0.0
47,1996-03-06,0.9529290000000001,0.9529290000000001,0.9111319999999999,0.9111319999999999,0.628423,204800.0
48,1996-03-07,0.9111319999999999,0.9375,0.9178709999999999,0.9375,0.646609,307200.0
49,1996-03-08,0.9375,0.9452139999999999,0.929687,0.9452139999999999,0.651929,256000.0
50,1996-03-11,0.9452139999999999,0.9375,0.931738,0.9355459999999999,0.645261,153600.0
51,1996-03-12,0.9355459999999999,0.9375,0.917968,0.9375,0.646609,409600.0
52,1996-03-13,0.9375,0.928125,0.9150389999999999,0.9150389999999999,0.631117,870400.0
53,1996-03-14,0.9150389999999999,0.9375,0.937011,0.9375,0.646609,307200.0
54,1996-03-15,0.9375,0.9336909999999999,0.933593,0.933593,0.643914,153600.0
55,1996-03-18,0.933593,0.9375,0.933593,0.93496,0.644857,1228800.0
56,1996-03-19,0.93496,0.9375,0.9277340000000001,0.9375,0.646609,256000.0
